EPOCH: 0 | Avg Loss : 7.073764801025391
EPOCH: 0 | Avg Loss : 8.34384889602661
EPOCH: 1 | Avg Loss : 3.9744152784347535
EPOCH: 2 | Avg Loss : 3.0822784662246705
EPOCH: 3 | Avg Loss : 3.0542392253875734
EPOCH: 4 | Avg Loss : 3.0229398727416994
EPOCH: 5 | Avg Loss : 3.0221333503723145
EPOCH: 6 | Avg Loss : 3.012399768829346
EPOCH: 7 | Avg Loss : 3.0149569749832152
EPOCH: 8 | Avg Loss : 3.01301429271698
EPOCH: 9 | Avg Loss : 3.0136375427246094
